generation,rank_1,rank_2,swapAccepted
1000,1,4,1
2000,2,4,1
3000,2,4,0
4000,2,4,1
5000,1,2,1
6000,2,4,1
7000,2,4,1
8000,1,3,1
9000,1,4,1
10000,1,4,1
11000,1,2,1
12000,1,2,1
13000,1,3,1
14000,1,2,1
15000,1,3,1
16000,1,2,1
17000,2,4,1
18000,1,4,1
19000,1,4,1
20000,2,4,1
21000,2,3,1
22000,2,4,1
23000,3,4,1
24000,1,2,1
25000,1,4,1
26000,2,4,1
27000,2,4,0
28000,3,4,1
29000,3,4,1
30000,2,3,1
31000,1,2,1
32000,1,2,1
33000,1,2,1
34000,2,4,1
35000,3,4,1
36000,1,4,1
37000,2,3,1
38000,1,3,1
39000,2,4,0
40000,3,4,1
41000,1,2,1
42000,3,4,1
43000,1,4,1
44000,1,4,1
45000,1,3,1
46000,2,3,1
47000,3,4,1
48000,1,4,1
49000,2,4,1
50000,2,3,1
51000,1,4,1
52000,2,3,1
53000,2,3,1
54000,3,4,1
55000,1,2,1
56000,2,3,1
57000,3,4,1
58000,2,3,1
59000,1,2,1
60000,1,3,0
61000,1,3,1
62000,3,4,1
63000,1,4,1
64000,2,3,1
65000,1,3,1
66000,1,2,1
67000,1,3,1
68000,2,4,1
69000,2,4,1
70000,2,4,1
71000,2,4,1
72000,2,4,1
73000,1,2,0
74000,1,2,1
75000,1,2,1
76000,1,2,1
77000,1,2,1
78000,1,2,0
79000,1,2,1
80000,1,2,1
81000,2,4,1
82000,2,3,1
83000,1,2,1
84000,2,4,0
85000,2,3,0
86000,2,4,1
87000,3,4,1
88000,3,4,1
89000,1,2,1
90000,1,3,1
91000,2,4,1
92000,1,3,1
93000,1,3,1
94000,1,3,1
95000,1,2,1
96000,1,4,1
97000,2,4,1
98000,2,3,1
99000,1,4,1
100000,3,4,1
101000,3,4,1
102000,2,3,1
103000,1,3,1
104000,2,3,1
105000,1,2,1
106000,3,4,1
107000,3,4,1
108000,1,3,1
109000,2,3,1
110000,3,4,0
111000,1,4,1
112000,1,2,1
113000,1,4,1
114000,3,4,1
115000,2,4,1
116000,1,3,1
117000,3,4,0
118000,2,4,1
119000,1,2,1
120000,2,4,0
121000,1,3,1
122000,1,2,1
123000,2,4,1
124000,2,4,1
125000,1,3,1
126000,2,4,1
127000,1,2,1
128000,1,3,0
129000,1,4,0
130000,3,4,1
131000,1,4,0
132000,1,4,0
133000,1,3,1
134000,2,3,1
135000,1,4,1
136000,3,4,1
137000,2,4,1
138000,1,2,1
139000,2,4,1
140000,3,4,1
141000,1,2,1
142000,3,4,1
143000,1,3,0
144000,2,4,1
145000,2,3,1
146000,2,4,1
147000,1,4,1
148000,2,4,1
149000,2,3,0
150000,3,4,1
151000,2,3,1
152000,1,3,1
153000,3,4,0
154000,1,2,1
155000,2,4,1
156000,2,3,1
157000,3,4,1
158000,2,3,1
159000,2,4,1
160000,1,3,1
161000,3,4,1
162000,1,2,1
163000,2,4,1
164000,1,2,1
165000,1,4,1
166000,3,4,1
167000,2,4,1
168000,1,2,1
169000,1,2,1
170000,1,3,0
171000,3,4,1
172000,1,4,1
173000,1,4,1
174000,2,4,1
175000,2,3,1
176000,2,3,0
177000,1,2,1
178000,1,4,1
179000,2,4,1
180000,3,4,1
181000,1,2,1
182000,1,2,1
183000,1,2,1
184000,1,4,1
185000,1,3,1
186000,2,3,1
187000,1,4,0
188000,1,2,1
189000,2,3,1
190000,3,4,1
191000,1,3,1
192000,1,3,1
193000,2,4,1
194000,3,4,1
195000,1,4,1
196000,1,4,0
197000,1,4,0
198000,1,3,1
199000,2,4,0
200000,2,3,1
201000,2,3,1
202000,1,3,0
203000,2,4,1
204000,1,4,0
205000,2,3,1
206000,1,2,1
207000,3,4,1
208000,1,3,1
209000,2,3,1
210000,2,3,1
211000,2,4,0
212000,1,3,1
213000,2,4,1
214000,1,4,1
215000,2,3,1
216000,2,4,1
217000,2,4,1
218000,2,3,0
219000,1,2,1
220000,1,3,1
221000,2,4,1
222000,1,2,1
223000,2,4,1
224000,2,4,0
225000,2,4,1
226000,2,4,1
227000,3,4,1
228000,1,4,0
229000,3,4,1
230000,1,2,1
231000,2,3,1
232000,1,4,1
233000,3,4,1
234000,1,2,1
235000,1,4,1
236000,1,4,0
237000,1,3,1
238000,1,4,1
239000,1,4,1
240000,1,3,1
241000,2,3,1
242000,1,2,1
243000,1,3,0
244000,1,4,0
245000,1,2,1
246000,3,4,1
247000,2,3,0
248000,2,4,1
249000,1,4,1
250000,2,3,1
251000,1,3,1
252000,2,3,1
253000,2,3,0
254000,1,3,1
255000,2,3,1
256000,2,4,1
257000,3,4,1
258000,2,4,1
259000,1,3,0
260000,2,4,1
261000,1,2,1
262000,1,2,1
263000,1,3,1
264000,1,4,1
265000,2,4,1
266000,1,4,1
267000,2,4,0
268000,1,4,1
269000,2,3,1
270000,1,2,1
271000,1,4,0
272000,1,4,0
273000,3,4,1
274000,1,3,1
275000,1,2,1
276000,3,4,1
277000,1,4,1
278000,2,3,1
279000,1,3,1
280000,3,4,1
281000,1,4,1
282000,2,4,1
283000,2,4,1
284000,2,4,1
285000,2,3,1
286000,1,2,1
287000,2,4,0
288000,3,4,1
289000,2,4,1
290000,2,4,1
291000,1,2,1
292000,1,2,1
293000,2,4,1
294000,3,4,1
295000,1,4,0
296000,2,3,1
297000,3,4,1
298000,2,4,0
299000,1,2,1
300000,3,4,0
301000,2,3,1
302000,3,4,1
303000,1,2,1
304000,2,3,1
305000,1,4,0
306000,1,2,1
307000,2,4,0
308000,1,3,1
309000,2,3,1
310000,1,2,1
311000,1,3,1
312000,2,3,0
313000,1,4,1
314000,2,3,0
315000,1,3,1
316000,1,2,1
317000,1,2,0
318000,3,4,1
319000,1,2,0
320000,2,3,1
321000,2,3,1
322000,3,4,1
323000,2,3,0
324000,1,2,0
325000,1,3,0
326000,2,3,1
327000,1,3,0
328000,1,2,1
329000,2,3,0
330000,1,3,0
331000,3,4,1
332000,2,4,0
333000,1,3,1
334000,2,4,0
335000,2,4,1
336000,1,3,1
337000,2,4,1
338000,1,4,0
339000,3,4,1
340000,1,3,1
341000,2,3,1
342000,1,4,0
343000,1,4,1
344000,2,4,1
345000,2,4,1
346000,1,4,1
347000,1,3,1
348000,3,4,1
349000,3,4,1
350000,2,4,1
351000,1,3,1
352000,2,3,1
353000,1,2,1
354000,3,4,1
355000,1,4,0
356000,2,3,0
357000,1,4,1
358000,1,4,1
359000,2,4,0
360000,1,4,0
361000,1,3,1
362000,2,3,1
363000,1,3,1
364000,2,4,1
365000,1,4,1
366000,3,4,1
367000,2,3,1
368000,3,4,1
369000,3,4,1
370000,3,4,1
371000,1,3,0
372000,2,4,1
373000,1,2,1
374000,1,3,1
375000,1,4,1
376000,1,3,1
377000,3,4,0
378000,3,4,1
379000,1,2,1
380000,2,3,1
381000,3,4,1
382000,1,4,1
383000,1,2,1
384000,1,3,0
385000,2,4,1
386000,3,4,1
387000,2,3,1
388000,2,4,1
389000,3,4,0
390000,2,4,1
391000,1,2,1
392000,2,4,0
393000,1,2,1
394000,2,3,1
395000,1,2,1
396000,1,3,0
397000,1,3,0
398000,1,3,0
399000,1,2,1
400000,1,3,1
401000,1,4,1
402000,1,2,1
403000,1,2,1
404000,2,4,1
405000,1,3,1
406000,1,4,1
407000,2,4,1
408000,1,4,0
409000,1,4,1
410000,1,4,1
411000,1,3,1
412000,2,4,0
413000,2,3,1
414000,1,2,1
415000,1,3,0
416000,3,4,1
417000,3,4,1
418000,1,2,0
419000,2,3,1
420000,2,4,1
421000,2,3,1
422000,1,3,1
423000,2,3,1
424000,2,3,1
425000,1,4,1
426000,1,4,0
427000,2,3,1
428000,1,4,0
429000,3,4,1
430000,2,4,1
431000,1,4,0
432000,1,3,1
433000,3,4,0
434000,3,4,0
435000,2,3,1
436000,2,3,0
437000,1,3,0
438000,1,4,1
439000,1,2,1
440000,2,3,1
441000,3,4,0
442000,1,3,1
443000,1,3,0
444000,1,4,1
445000,1,3,0
446000,2,4,0
447000,1,3,0
448000,2,4,0
449000,2,4,1
450000,2,3,0
451000,1,3,1
452000,1,2,1
453000,1,3,1
454000,1,2,1
455000,2,3,0
456000,1,2,0
457000,1,2,0
458000,1,2,1
459000,1,3,1
460000,2,3,1
461000,1,3,1
462000,1,3,1
463000,2,3,1
464000,1,2,1
465000,2,4,1
466000,2,4,1
467000,1,4,1
468000,3,4,1
469000,3,4,1
