generation,rank_1,rank_2,swapAccepted
1000,2,4,1
2000,2,3,1
3000,1,4,1
4000,3,4,1
5000,1,3,1
6000,3,4,1
7000,2,3,1
8000,1,3,1
9000,3,4,1
10000,1,4,1
11000,2,3,1
12000,1,2,1
13000,2,3,1
14000,1,4,1
15000,2,3,1
16000,1,3,1
17000,1,4,0
18000,1,2,1
19000,1,2,1
20000,3,4,1
21000,3,4,1
22000,1,4,1
23000,3,4,1
24000,1,4,1
25000,3,4,1
26000,3,4,1
27000,1,3,1
28000,1,3,1
29000,1,4,1
30000,1,2,1
31000,1,4,1
32000,2,4,0
33000,3,4,1
34000,3,4,1
35000,2,3,1
36000,1,4,1
37000,2,3,1
38000,1,4,1
39000,2,4,0
40000,1,3,1
41000,1,2,1
42000,2,3,1
43000,2,4,1
44000,1,4,1
45000,1,2,1
46000,1,2,1
47000,3,4,1
48000,3,4,1
49000,2,4,1
50000,1,4,1
51000,1,2,0
52000,3,4,1
53000,2,4,0
54000,2,4,0
55000,1,3,1
56000,2,4,1
57000,1,3,0
58000,1,2,0
59000,2,4,1
60000,2,4,1
61000,2,3,1
62000,1,3,1
63000,1,4,1
64000,2,3,1
65000,1,4,1
66000,1,4,1
67000,3,4,1
68000,2,3,1
69000,1,4,1
70000,1,2,0
71000,2,4,1
72000,1,2,1
73000,1,4,0
74000,1,4,0
75000,2,3,1
76000,2,3,1
77000,1,4,0
78000,1,2,1
79000,3,4,1
80000,1,2,1
81000,3,4,1
82000,1,4,0
83000,2,3,1
84000,1,2,1
85000,2,3,1
86000,1,4,0
87000,1,2,1
88000,2,3,1
89000,1,2,1
90000,2,4,1
91000,1,3,1
92000,3,4,1
93000,1,2,1
94000,1,2,1
95000,2,4,1
96000,1,2,1
97000,1,4,1
98000,3,4,1
99000,2,3,1
100000,3,4,1
101000,1,2,1
102000,1,3,1
103000,3,4,1
104000,1,4,1
105000,1,3,1
106000,1,3,1
107000,2,3,1
108000,3,4,1
109000,2,3,1
110000,1,2,1
111000,3,4,1
112000,2,4,1
113000,1,3,0
114000,2,4,1
115000,3,4,1
116000,1,3,1
117000,2,3,1
118000,1,2,0
119000,1,4,0
120000,2,4,1
121000,2,4,1
122000,2,4,1
123000,2,3,1
124000,1,4,1
