generation,rank_1,rank_2,swapAccepted
1000,1,3,1
2000,3,4,1
3000,2,4,1
4000,3,4,1
5000,2,3,1
6000,1,4,1
7000,3,4,1
8000,2,3,1
9000,2,4,1
10000,3,4,1
11000,3,4,1
12000,2,4,1
13000,2,4,1
14000,2,4,1
15000,2,3,1
16000,1,3,1
17000,1,4,0
18000,1,2,1
19000,1,2,1
20000,1,2,1
21000,2,4,1
22000,2,4,1
23000,2,4,1
24000,1,3,1
25000,3,4,1
26000,2,3,1
27000,3,4,1
28000,1,3,1
29000,1,2,1
30000,1,2,1
31000,1,2,1
32000,1,2,1
33000,2,3,1
34000,2,3,1
35000,1,4,0
36000,2,3,1
37000,2,3,1
38000,3,4,0
39000,3,4,1
40000,2,4,1
41000,1,2,1
42000,2,3,1
43000,2,4,1
44000,3,4,1
45000,2,4,1
46000,3,4,1
47000,2,4,0
48000,1,4,1
49000,1,3,1
50000,2,3,0
51000,1,3,0
52000,2,4,1
53000,1,2,1
54000,2,3,1
55000,1,4,0
56000,1,4,0
57000,2,4,1
58000,1,4,0
59000,1,3,1
60000,2,3,1
61000,2,4,0
62000,1,3,1
63000,1,4,1
64000,3,4,1
65000,2,3,1
66000,3,4,1
67000,3,4,1
68000,2,4,0
69000,2,3,1
70000,1,3,1
71000,2,4,1
72000,1,2,1
73000,2,3,1
74000,1,2,1
75000,2,4,1
76000,3,4,1
77000,1,4,1
78000,1,2,1
79000,1,2,1
80000,3,4,1
81000,3,4,1
82000,1,4,1
83000,2,3,1
84000,2,3,0
85000,1,3,1
86000,3,4,1
87000,3,4,0
88000,2,4,1
89000,3,4,1
90000,1,3,0
91000,1,4,1
92000,1,4,1
93000,1,2,1
94000,1,2,1
95000,2,3,1
96000,1,3,1
97000,3,4,1
98000,2,4,1
99000,1,2,1
100000,3,4,1
101000,2,3,0
102000,2,3,1
103000,1,3,1
104000,1,4,1
105000,1,3,1
106000,2,4,1
107000,2,3,1
108000,1,2,1
109000,1,4,0
110000,1,3,0
111000,2,4,1
112000,3,4,1
113000,2,3,1
114000,3,4,1
115000,1,2,0
116000,1,3,1
117000,1,2,1
118000,1,2,1
119000,1,4,1
120000,1,4,0
121000,1,3,0
122000,2,3,1
123000,2,3,1
124000,2,4,0
125000,1,4,0
126000,1,3,1
127000,1,2,1
128000,1,3,1
129000,1,3,1
130000,1,4,0
131000,3,4,1
132000,1,2,1
133000,1,4,1
134000,2,4,1
135000,2,4,1
136000,1,2,1
137000,2,3,1
138000,1,3,1
139000,1,2,0
140000,2,3,1
141000,2,3,1
142000,1,4,1
143000,1,3,0
144000,2,3,1
145000,1,3,0
146000,2,4,1
147000,1,2,1
148000,1,4,1
149000,2,3,1
150000,1,3,1
151000,2,4,1
152000,1,4,0
