"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.105656086131584,14565.3787878788,3,26,1
"otu_10","freshwater:marine_mud:terrestrial",0.0178007808560444,2853.25396825397,3,23,3
"otu_10004","terrestrial",0.000537732487480466,32,1,4,1
"otu_1006","freshwater:marine_mud",0.00486775831577099,341.5,2,5,2
"otu_10093","freshwater",0.000442319859241184,29.8333333333333,3,4,1
"otu_10106","freshwater:terrestrial",0.000239977130026216,26.3333333333333,2,4,2
"otu_10150","freshwater",0.000307551895027578,31.25,1,4,1
"otu_10151","freshwater",0.0002359159209022,31.25,1,4,1
"otu_10163","terrestrial",0.000503278851487317,31.25,1,4,1
"otu_1017","freshwater:terrestrial",0.00763859750728247,398.8,2,6,2
"otu_10171","freshwater",0.000388671829277201,31.25,1,4,1
"otu_10206","freshwater:terrestrial",0.000960500528334025,27.1,3,8,2
"otu_103","freshwater",0.0165283625735539,1177.58333333333,2,8,1
"otu_1031","freshwater",0.00268175900301968,167.25,2,7,1
"otu_1034","terrestrial",0.00357687264373279,165.2,1,10,1
"otu_10354","terrestrial",0.000309866674427372,30.5,1,4,1
"otu_10357","terrestrial",0.000190257082420826,30.5,1,4,1
"otu_10358","terrestrial",0.000403390595937012,30.5,1,4,1
"otu_1038","freshwater:terrestrial",0.00202209525380243,112.8,2,14,2
"otu_10401","terrestrial",0.000403289023145015,24.2,1,5,1
"otu_1042","freshwater",0.00118107132612859,135.916666666667,3,11,1
"otu_1048","marine_mud",0.0075187278280064,409.5,1,4,1
"otu_1053","marine_mud",0.00499787532600006,326.4,1,5,1
"otu_10558","freshwater",0.000234123048148441,35.8333333333333,3,4,1
"otu_10589","terrestrial",0.000384612580791328,27.625,1,8,1
"otu_10605","terrestrial",0.000268512195250439,16.8571428571429,1,7,1
"otu_10657","freshwater",0.000193052216423673,23.4,1,5,1
"otu_1066","freshwater:terrestrial",0.00308622776111528,207.346153846154,3,18,2
"otu_10660","marine_mud",0.00062380518037937,29.25,1,4,1
"otu_1067","freshwater:terrestrial",0.00222643079089173,215.8125,2,11,2
"otu_10670","freshwater",0.000317080886415409,29.25,1,4,1
"otu_10695","freshwater:terrestrial",0.000344737520741532,22.9166666666667,2,7,2
"otu_107","freshwater:terrestrial",0.0067937812530946,504.291666666667,2,14,2
"otu_1073","marine_mud",0.00369387025562984,282.833333333333,2,4,1
"otu_1077","marine_mud",0.00598679517975908,321.6,1,5,1
"otu_1081","freshwater:terrestrial",0.00276054072113477,262.333333333333,3,23,2
"otu_1083","terrestrial",0.017921352317843,400.5,1,4,1
"otu_1084","marine_mud",0.00156987253745728,239.125,2,5,1
"otu_10865","freshwater",0.000234662919642222,19,1,6,1
"otu_10868","freshwater:terrestrial",0.000305966344952175,22.75,2,5,2
"otu_10875","freshwater",0.000546863699794702,28,3,4,1
"otu_1088","terrestrial",0.000909509449222839,76.1071428571429,2,15,1
"otu_109","marine_mud",0.00795451941953094,780.875,2,9,1
"otu_1090","freshwater:terrestrial",0.00170204994243127,101.444444444444,3,11,2
