"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.206151409951114,29274.7857142857,3,16,1
"otu_10","freshwater:marine_mud",0.0168864053659305,2765.99206349206,3,20,2
"otu_10004","terrestrial",0.000537732487480466,32,1,4,1
"otu_1002","freshwater:terrestrial",0.00115202231962827,103.537037037037,3,14,2
"otu_10032","freshwater:terrestrial",0.00027360878065893,31.75,2,4,2
"otu_10033","freshwater",0.000215299923898184,20.3333333333333,3,6,1
"otu_1006","freshwater:marine_mud",0.00486775831577099,341.5,2,5,2
"otu_10093","freshwater",0.000442319859241184,29.8333333333333,3,4,1
"otu_10106","freshwater:terrestrial",0.000239977130026216,26.3333333333333,2,4,2
"otu_10150","freshwater",0.000307551895027578,31.25,1,4,1
"otu_10151","freshwater",0.0002359159209022,31.25,1,4,1
"otu_10158","freshwater:terrestrial",0.000279378685443642,31.25,2,4,2
"otu_10163","terrestrial",0.000503278851487317,31.25,1,4,1
"otu_1017","terrestrial",0.010859886483024,702,1,4,1
"otu_10171","freshwater",0.000388671829277201,31.25,1,4,1
"otu_10206","freshwater:terrestrial",0.000960500528334025,27.1,3,8,2
"otu_1024","freshwater:terrestrial",0.00150040439894797,153,3,15,2
"otu_1026","freshwater:terrestrial",0.00218967528802621,175.944444444444,3,17,2
"otu_103","freshwater",0.0165283625735539,1177.58333333333,2,8,1
"otu_1031","freshwater",0.00268175900301968,167.25,2,7,1
"otu_10337","freshwater:marine_mud",0.000229644472253776,22.5833333333333,2,5,2
"otu_1034","terrestrial",0.00357687264373279,165.2,1,10,1
"otu_10354","terrestrial",0.000309866674427372,30.5,1,4,1
"otu_10357","terrestrial",0.000190257082420826,30.5,1,4,1
"otu_10358","terrestrial",0.000403390595937012,30.5,1,4,1
"otu_1038","freshwater:terrestrial",0.00155052000775739,87.2,2,14,2
"otu_10388","freshwater",0.000428490577897499,29.3333333333333,3,4,1
"otu_10390","freshwater:terrestrial",0.000146745079405062,16,3,6,2
"otu_10401","terrestrial",0.000403289023145015,24.2,1,5,1
"otu_1042","freshwater",0.00276592356083079,294.125,1,8,1
"otu_10453","freshwater",0.000684688111844926,30,1,4,1
"otu_1048","marine_mud",0.0075187278280064,409.5,1,4,1
"otu_10491","terrestrial",0.000572108411821063,30,1,4,1
"otu_1050","freshwater:marine_mud",0.00314804959796997,259.75,2,6,2
"otu_1053","marine_mud",0.00499787532600006,326.4,1,5,1
"otu_10558","freshwater",0.000234123048148441,35.8333333333333,3,4,1
"otu_1056","terrestrial",0.00497081995090675,410.285714285714,1,7,1
"otu_10589","terrestrial",0.000384612580791328,27.625,1,8,1
"otu_10604","terrestrial",0.000507409436245414,23.6,1,5,1
"otu_10605","terrestrial",0.000268512195250439,16.8571428571429,1,7,1
"otu_10657","freshwater",0.000193052216423673,23.4,1,5,1
"otu_1066","freshwater:terrestrial",0.0015871565074033,122.357142857143,2,8,2
"otu_10660","marine_mud",0.00062380518037937,29.25,1,4,1
"otu_1067","freshwater:terrestrial",0.00283802947701516,316.416666666667,2,7,2
"otu_10670","freshwater",0.000317080886415409,29.25,1,4,1
"otu_10695","freshwater:terrestrial",0.000344737520741532,22.9166666666667,2,7,2
"otu_107","terrestrial",0.00940543831209112,705.5625,2,9,1
"otu_1073","marine_mud",0.00369387025562984,282.833333333333,2,4,1
"otu_1077","marine_mud",0.00598679517975908,321.6,1,5,1
"otu_10802","terrestrial",0.00254823954437992,28.75,1,4,1
"otu_1081","freshwater",0.00250642716243726,223.572222222222,3,12,1
"otu_1083","terrestrial",0.017921352317843,400.5,1,4,1
"otu_1084","marine_mud",0.00156987253745728,239.125,2,5,1
"otu_10865","freshwater",0.000234662919642222,19,1,6,1
"otu_10868","freshwater:terrestrial",0.000305966344952175,22.75,2,5,2
"otu_10875","freshwater",0.000546863699794702,28,3,4,1
"otu_1088","terrestrial",0.000909509449222839,76.1071428571429,2,15,1
"otu_109","marine_mud",0.00918469183683138,969.25,2,7,1
"otu_1090","freshwater:terrestrial",0.00170204994243127,101.444444444444,3,11,2
"otu_1094","freshwater:terrestrial",0.00129702812986416,118.14880952381,3,17,2
"otu_10944","freshwater:marine_mud",0.000182013436709996,28.25,2,4,2
"otu_10946","freshwater",0.000198411366694951,28.25,1,4,1
"otu_10976","terrestrial",0.000468016773062746,28.25,1,4,1
"otu_11","marine_mud",0.0283410991964122,4505.57142857143,1,14,1
"otu_1101","marine_mud",0.00277737596592314,224.571428571429,1,7,1
"otu_1103","marine_mud",0.00266675937528247,214.625,2,5,1
"otu_11032","marine_mud",0.000211380122033016,28,1,4,1
"otu_11095","freshwater:marine_mud",0.000256762582457017,22,2,5,2
"otu_111","freshwater:marine_mud",0.0155051711633056,1196.65,2,11,2
"otu_11103","freshwater",0.000157543077959688,27.75,1,4,1
"otu_11168","marine_mud",0.000278887396055888,27.5,1,4,1
"otu_1119","freshwater:marine_mud",0.00166418559276072,219.166666666667,2,11,2
