"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.0794052098795225,10278.9565217391,3,26,1
"otu_10151","freshwater",0.0002359159209022,31.25,1,4,1
"otu_10171","freshwater",0.000388671829277201,31.25,1,4,1
"otu_1031","freshwater",0.00268175900301968,167.25,2,7,1
"otu_1034","terrestrial",0.00357687264373279,165.2,1,10,1
"otu_10357","terrestrial",0.000190257082420826,30.5,1,4,1
"otu_1038","freshwater:terrestrial",0.00240824520316567,150.648148148148,3,24,2
"otu_1053","marine_mud",0.00314664419671894,258.545454545455,1,11,1
"otu_10605","terrestrial",0.000268512195250439,16.8571428571429,1,7,1
"otu_10657","freshwater",0.000193052216423673,23.4,1,5,1
"otu_10670","freshwater",0.000317080886415409,29.25,1,4,1
"otu_107","freshwater:terrestrial",0.0119326605910577,857.423671497585,3,36,2
"otu_1073","marine_mud",0.00369387025562984,282.833333333333,2,4,1
"otu_1083","terrestrial",0.017921352317843,400.5,1,4,1
"otu_10865","freshwater",0.000234662919642222,19,1,6,1
"otu_1088","freshwater:terrestrial",0.00591590820105963,157.152592592593,3,36,2
"otu_1101","marine_mud",0.00195944683763959,143.928571428571,1,14,1
"otu_111","freshwater:terrestrial",0.0171190580137082,1662.29356060606,3,33,2
"otu_11103","freshwater",0.000257614140948982,42.6,1,5,1
"otu_112","marine_mud",0.011010427428546,1306.2380952381,1,21,1
"otu_1122","freshwater:terrestrial",0.00216402007504939,90.85,2,16,2
"otu_113","marine_mud",0.0100824880405564,468.05,3,22,1
"otu_11357","marine_mud",0.000216252618442452,27,1,4,1
"otu_1137","marine_mud",0.0011889100216973,97.2916666666667,2,13,1
"otu_1138","freshwater",0.00336014108336471,381.5,1,4,1
"otu_11383","marine_mud",0.000118058994338092,17.8333333333333,1,6,1
"otu_11537","freshwater",0.000227747572533618,26.25,1,4,1
"otu_1154","freshwater",0.00162093255551176,179.285714285714,2,9,1
"otu_11680","freshwater:marine_mud:terrestrial",0.000206492195072541,18.5,3,5,3
"otu_11682","terrestrial",0.000432508374528345,28.8333333333333,2,4,1
"otu_1173","freshwater",0.00210331994614915,160.797619047619,3,14,1
"otu_1179","freshwater:terrestrial",0.00359948840722651,225,3,23,2
"otu_1182","freshwater:marine_mud",0.00126410569465483,187.466666666667,2,8,2
"otu_1191","marine_mud",0.00309576769229187,367.75,1,4,1
"otu_11931","marine_mud",0.000237297658328964,25,1,4,1
"otu_1195","marine_mud",0.00401163933931807,364.75,1,4,1
"otu_1198","marine_mud",0.00234069166607849,208.142857142857,1,7,1
"otu_12","freshwater:terrestrial",0.0251265429426165,2111.52333333333,3,43,2
"otu_120","terrestrial",0.0123139183596215,852.550264550265,3,28,1
"otu_1201","freshwater:terrestrial",0.00448278257595292,285.997023809524,3,24,2
"otu_1215","marine_mud",0.00158851176440826,215,1,8,1
"otu_1221","freshwater",0.00448566469513202,307.4,2,7,1
"otu_124","freshwater:terrestrial",0.00929269361366539,470.560185185185,3,35,2
"otu_1240","marine_mud",0.00319679342836268,202.111111111111,1,9,1
"otu_1245","freshwater:terrestrial",0.00202861407047821,112.770833333333,2,11,2
"otu_126","freshwater:marine_mud",0.0199678523764985,2158.13804713805,3,40,2
"otu_1274","marine_mud",0.00548042843516093,274.2,1,5,1
"otu_1340","freshwater",0.00193981259205484,329.5,1,4,1
"otu_1362","terrestrial",0.00635176806933676,324,1,4,1
"otu_1371","freshwater",0.00128286870533764,127.9375,2,9,1
"otu_1380","freshwater:marine_mud",0.00115303661397094,97.2777777777778,3,13,2
"otu_1386","freshwater",0.00171636191360796,151.571428571429,2,8,1
"otu_1387","freshwater:marine_mud",0.00304369086414173,404.071428571429,2,13,2
"otu_1403","freshwater:terrestrial",0.00314674427933164,185.354166666667,3,26,2
"otu_1408","freshwater:terrestrial",0.00135976628158848,106.174603174603,3,22,2
"otu_1409","freshwater",0.00127002615928802,119.916666666667,2,7,1
"otu_1411","freshwater:marine_mud",0.00551463876624834,372.675925925926,3,19,2
"otu_144","freshwater:terrestrial",0.00305973235832283,501.492063492063,3,14,2
"otu_1444","marine_mud",0.00387924888298991,243.2,1,5,1
"otu_1455","freshwater:terrestrial",0.00222934225985643,170.962962962963,3,26,2
"otu_1458","freshwater:terrestrial",0.00220187073060532,131.7,2,6,2
"otu_1463","freshwater:marine_mud",0.00118699835661222,88.5357142857143,3,12,2
"otu_1465","freshwater:terrestrial",0.00306760695824878,211.994047619048,3,17,2
"otu_1487","freshwater:marine_mud",0.00311441355296782,179.051948051948,3,26,2
"otu_1495","freshwater:terrestrial",0.00403733524273001,354.237373737374,3,25,2
"otu_151","freshwater:terrestrial",0.00708920729779735,673.677777777778,3,35,2
"otu_1536","freshwater",0.0031290411563947,231.833333333333,2,7,1
"otu_1569","terrestrial",0.00314467109184974,282.75,1,4,1
"otu_1578","freshwater:terrestrial",0.00325084551382277,210.75,2,7,2
"otu_1593","marine_mud",0.00109227501718556,186.5,1,6,1
"otu_161","marine_mud",0.00559587666694544,1348.33333333333,1,6,1
"otu_1625","freshwater:terrestrial",0.00260452781852239,143.25,2,14,2
"otu_1638","freshwater:marine_mud",0.00256592698621505,195.25,2,7,2
"otu_1639","marine_mud",0.00197061615129026,178.636363636364,1,11,1
"otu_1645","marine_mud",0.00234068125560839,152.857142857143,1,7,1
"otu_1683","freshwater",0.00108784939532757,93.25,2,7,1
"otu_1686","freshwater:marine_mud",0.000736835084474064,101.375,2,12,2
"otu_1693","freshwater",0.00137505952629592,140.222222222222,3,15,1
"otu_172","marine_mud",0.00438218113343542,593.583333333333,1,12,1
"otu_1747","marine_mud",0.000967370509842489,112.222222222222,1,9,1
"otu_1752","marine_mud",0.00150568184744159,201.4,1,5,1
"otu_1753","marine_mud",0.00163031906475147,201.2,1,5,1
"otu_1787","marine_mud",0.0025452857067196,324.3125,1,16,1
"otu_181","freshwater:terrestrial",0.0153620086199876,1287.98253968254,3,36,2
"otu_1814","marine_mud",0.00305232067239474,242.5,1,4,1
"otu_1838","marine_mud",0.00363512410736795,191.8,1,5,1
"otu_1862","marine_mud",0.000811844675040611,189.6,1,5,1
"otu_1876","marine_mud",0.00201530129945899,235.5,1,4,1
"otu_1890","freshwater:terrestrial",0.00102373056634842,85.5555555555556,3,14,2
"otu_192","freshwater:terrestrial",0.0101337575068433,663.6,2,10,2
"otu_1950","marine_mud",0.00142089839076792,180.8,1,5,1
"otu_1981","marine_mud",0.00419860789278427,321.142857142857,1,7,1
"otu_20","marine_mud",0.0903685140326019,4305.44444444444,1,9,1
"otu_2000","marine_mud",0.00218721326012905,199.875,1,8,1
"otu_2008","marine_mud",0.00261066531749856,208.461538461538,1,13,1
"otu_203","marine_mud",0.00639988424263604,949.142857142857,1,7,1
"otu_2049","freshwater",0.000914659229576608,100.2,2,7,1
"otu_206","marine_mud",0.00973609413750501,1536,1,4,1
"otu_2123","marine_mud",0.00199526113374345,206.5,1,4,1
"otu_2124","freshwater:terrestrial",0.00143761546205881,98.7444444444445,3,13,2
"otu_2127","freshwater",0.000684546818227928,90.5,2,7,1
"otu_213","marine_mud",0.0112301828655891,993.166666666667,1,6,1
"otu_2152","freshwater:terrestrial",0.00201933067554393,168.77380952381,3,13,2
"otu_217","freshwater:terrestrial",0.00499428265292648,447.375,3,24,2
"otu_2173","freshwater",0.00109258218802563,159.8,1,5,1
"otu_221","freshwater:terrestrial",0.00506671643986454,587.143518518519,3,30,2
"otu_2211","marine_mud",0.00141935735317122,157.4,1,5,1
"otu_2215","freshwater:marine_mud",0.00122063988858563,130.083333333333,3,13,2
"otu_224","freshwater:terrestrial",0.010342234102597,786.368298368298,3,43,2
"otu_2246","freshwater:terrestrial",0.00173961094339769,122.972222222222,3,21,2
"otu_2290","terrestrial",0.00135726778657323,190.25,1,4,1
"otu_230","marine_mud",0.00151759559982375,243.196428571429,2,18,1
"otu_2309","marine_mud",0.00177146660674411,151,1,5,1
"otu_2311","freshwater",0.00173868011869277,101.722222222222,2,10,1
"otu_2316","freshwater",0.000812320287010024,137,2,4,1
"otu_232","marine_mud",0.00444333411357182,327.214285714286,2,15,1
"otu_2328","marine_mud",0.00131917593960755,186.75,1,4,1
"otu_2335","marine_mud",0.00190527707931286,186,1,4,1
"otu_2346","freshwater:terrestrial",0.00101323286514948,90.8518518518519,3,16,2
"otu_2382","marine_mud",0.00449196300203457,181.75,1,4,1
"otu_24","freshwater:terrestrial",0.14696057510371,16250.8492618493,3,33,2
"otu_2410","freshwater",0.00109030750904355,144,1,5,1
"otu_2414","freshwater:terrestrial",0.00151072725587681,123.222222222222,3,17,2
"otu_2424","freshwater:terrestrial",0.00181366743517772,116.975,2,9,2
"otu_2437","terrestrial",0.00129013974669105,178,1,4,1
"otu_2441","marine_mud",0.000831970570584003,115.636363636364,1,11,1
"otu_2458","freshwater:terrestrial",0.000513779873793307,41.8363636363636,3,18,2
"otu_2470","marine_mud",0.00153683988271323,102.111111111111,1,9,1
"otu_2493","marine_mud",0.00208805203276645,163.833333333333,1,6,1
"otu_25","freshwater:terrestrial",0.0723685462374536,6861.64069264069,3,32,2
"otu_2515","marine_mud",0.00116287586843959,97.5714285714286,1,7,1
"otu_2542","marine_mud",0.000683490361890552,97,1,9,1
"otu_2566","marine_mud",0.000930462713880031,175.8,1,5,1
"otu_2572","marine_mud",0.0024508485619268,166.25,1,4,1
"otu_2582","freshwater:terrestrial",0.00143917457578087,128.484126984127,3,16,2
"otu_2626","freshwater:marine_mud",0.000949513808201785,109.375,2,10,2
"otu_2638","marine_mud",0.00122032830280551,92.4285714285714,1,7,1
"otu_2650","freshwater",0.00124445976994428,161.25,1,4,1
"otu_2667","marine_mud:terrestrial",0.000747170711002867,53.9437229437229,3,19,2
"otu_2699","freshwater:terrestrial",0.00138843365931398,96.5166666666667,3,20,2
"otu_27","marine_mud",0.018006977553957,2150.6875,1,16,1
"otu_2701","marine_mud",0.000675596336924172,158.75,1,4,1
"otu_2726","marine_mud",0.000691811368393695,156.75,1,4,1
"otu_2760","freshwater",0.000935738279184436,103.166666666667,1,6,1
"otu_2774","terrestrial",0.000803097947091066,53.5,2,16,1
"otu_2775","marine_mud",0.000729615044383406,102.5,1,6,1
"otu_2786","freshwater",0.000622358969893126,78.5714285714286,3,12,1
"otu_2815","freshwater",0.00235574002872933,200.666666666667,1,6,1
"otu_2826","marine_mud",0.00162868674953462,150.75,1,4,1
"otu_2832","freshwater:terrestrial",0.000824467043532423,82.9444444444444,2,12,2
"otu_2884","freshwater",0.00115333302761673,118.4,1,5,1
"otu_29","marine_mud",0.0421558641582286,2092.375,2,9,1
"otu_2904","freshwater:terrestrial",0.000850829456957427,70.5666666666667,3,21,2
"otu_291","marine_mud",0.00323439584275425,375.28125,2,17,1
"otu_2949","freshwater:marine_mud:terrestrial",0.00119654188609606,75.3444444444444,3,16,3
"otu_3","marine_mud",0.0625539075168813,7679.92753623188,3,25,1
"otu_3003","freshwater",0.00188329364448331,137,2,5,1
"otu_3034","freshwater",0.00153146720326333,140.25,1,4,1
"otu_3071","marine_mud",0.000845609582856974,92.5,1,6,1
"otu_309","freshwater:terrestrial",0.00562422195557359,460.689814814815,3,29,2
"otu_31","marine_mud",0.00961670640290463,1172.80303030303,3,25,1
"otu_3104","freshwater",0.000664212125119737,86.875,2,5,1
"otu_3114","freshwater",0.000739769328939931,136.75,1,4,1
"otu_3115","marine_mud",0.00130526199255016,136.75,1,4,1
"otu_313","marine_mud",0.00585094565066409,339,2,10,1
"otu_3138","marine_mud",0.000591917279255942,77.4285714285714,1,7,1
"otu_316","freshwater:terrestrial",0.00461379623535774,514.921717171717,3,31,2
"otu_317","freshwater:terrestrial",0.00561142901821388,290.348484848485,3,33,2
"otu_3228","marine_mud",0.00137098213777799,131.75,1,4,1
"otu_3236","marine_mud",0.000549689863450527,65.625,1,8,1
"otu_324","marine_mud",0.00434891048594123,462.25,2,13,1
"otu_325","freshwater",0.00318529299410575,296,2,12,1
"otu_329","marine_mud",0.00689247733634068,711.333333333333,1,6,1
"otu_3332","freshwater:marine_mud",0.0011111942579891,100.230555555556,3,19,2
"otu_336","freshwater:terrestrial",0.00516578415630003,305.972222222222,3,14,2
"otu_3410","freshwater",0.00156616607705261,123,1,4,1
"otu_3457","marine_mud",0.00101452013000709,84,1,8,1
"otu_35","marine_mud",0.037482020560036,2615.13333333333,2,16,1
"otu_350","terrestrial",0.011192934531968,687,2,4,1
"otu_3503","terrestrial",0.000275669112293674,63.875,2,5,1
"otu_3505","freshwater:terrestrial",0.000789435618694133,66.0222222222222,3,18,2
"otu_351","freshwater",0.00252996422407005,372.083333333333,2,7,1
"otu_3532","marine_mud",0.000796207928868916,91.625,1,8,1
"otu_356","freshwater",0.0019270832361822,294.25,2,11,1
"otu_359","freshwater:terrestrial",0.0171849855248102,1277.67599067599,3,43,2
"otu_36","freshwater:marine_mud",0.0166696799765057,2868.2,2,11,2
"otu_3624","marine_mud",0.00224358914308131,115,1,4,1
"otu_365","freshwater:marine_mud",0.00922879586244672,728.125,2,13,2
"otu_3714","freshwater",0.000695648299089858,76.625,2,5,1
"otu_375","marine_mud",0.00362288278765067,785,1,5,1
"otu_3751","marine_mud",0.000415233750794572,88.6,1,5,1
"otu_3766","freshwater:terrestrial",0.000868298554291755,57.5,2,6,2
"otu_383","marine_mud",0.00589749477709518,283.333333333333,3,23,1
"otu_3886","freshwater:marine_mud",0.000655789983618739,62.25,2,8,2
"otu_394","marine_mud",0.0031893109061467,472.214285714286,1,14,1
"otu_3952","marine_mud",0.00137908062370212,104.5,1,4,1
"otu_3965","marine_mud",0.000697382012337883,83.2,1,5,1
"otu_3991","freshwater:terrestrial",0.000336473930503651,33.6666666666667,3,13,2
"otu_4","marine_mud",0.0588937437196969,7450.09523809524,1,21,1
"otu_400","freshwater:terrestrial",0.00924067420857254,807.27380952381,3,33,2
"otu_4019","marine_mud",0.00051137543845109,102.75,1,4,1
"otu_402","marine_mud",0.00555739009851127,432.3,1,10,1
"otu_4063","marine_mud",0.00103059655090047,109.7,1,10,1
"otu_407","marine_mud",0.00484891858059698,541.1,1,10,1
"otu_4165","freshwater:terrestrial",0.000860368271142865,81.6666666666667,2,8,2
"otu_4188","marine_mud",0.000681759394564643,97.5,1,4,1
"otu_42","marine_mud",0.0177122050479221,2171.2,1,20,1
