"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.0613876131028521,8499.01449275362,3,26,1
"otu_10","freshwater:terrestrial",0.0178007808560444,2853.25396825397,3,23,2
"otu_1006","freshwater:terrestrial",0.00437982736366306,324.666666666667,3,17,2
"otu_10106","freshwater:terrestrial",0.000239977130026216,26.3333333333333,2,4,2
"otu_10151","freshwater",0.0002359159209022,31.25,1,4,1
"otu_10163","terrestrial",0.000503278851487317,31.25,1,4,1
"otu_1017","freshwater:terrestrial",0.00763859750728247,398.8,2,6,2
"otu_10171","freshwater",0.000388671829277201,31.25,1,4,1
"otu_10206","freshwater:terrestrial",0.000739631518160566,27.4583333333333,3,11,2
"otu_1031","freshwater",0.00268175900301968,167.25,2,7,1
"otu_1034","terrestrial",0.00357687264373279,165.2,1,10,1
"otu_10354","terrestrial",0.000309866674427372,30.5,1,4,1
"otu_10357","terrestrial",0.000190257082420826,30.5,1,4,1
"otu_1038","freshwater:terrestrial",0.00176304964800431,107.904761904762,3,21,2
"otu_1048","marine_mud",0.0075187278280064,409.5,1,4,1
"otu_1053","marine_mud",0.00499787532600006,326.4,1,5,1
"otu_10605","terrestrial",0.000268512195250439,16.8571428571429,1,7,1
"otu_10657","freshwater",0.000193052216423673,23.4,1,5,1
"otu_1067","freshwater:terrestrial",0.00250135858757463,233.1875,2,11,2
"otu_10670","freshwater",0.000317080886415409,29.25,1,4,1
"otu_107","freshwater:terrestrial",0.00777136287709832,593.766666666667,2,20,2
"otu_1073","marine_mud",0.00369387025562984,282.833333333333,2,4,1
"otu_1077","marine_mud",0.00600390279420523,312.833333333333,1,6,1
"otu_1083","terrestrial",0.017921352317843,400.5,1,4,1
"otu_1084","marine_mud",0.00205754179401819,320.2,1,5,1
"otu_10865","freshwater",0.000234662919642222,19,1,6,1
"otu_10868","freshwater:terrestrial",0.000305966344952175,22.75,2,5,2
"otu_1088","terrestrial",0.000909509449222839,76.1071428571429,2,15,1
"otu_109","marine_mud",0.00795451941953094,780.875,2,9,1
"otu_1090","freshwater:terrestrial",0.00170204994243127,101.444444444444,3,11,2
"otu_10944","freshwater:marine_mud",0.000182013436709996,28.25,2,4,2
