generation,rank_1,rank_2,swapAccepted
1000,1,4,0
2000,2,3,1
3000,1,4,0
4000,1,2,1
5000,1,2,1
6000,3,4,1
7000,1,2,1
8000,1,2,1
9000,2,3,1
10000,2,3,1
11000,2,3,1
12000,1,3,1
13000,3,4,1
14000,3,4,1
15000,2,3,1
16000,1,4,1
17000,3,4,1
18000,3,4,1
19000,2,4,1
20000,2,3,1
21000,2,3,1
22000,1,3,1
23000,2,4,1
24000,3,4,1
25000,1,3,1
26000,3,4,1
27000,2,3,1
28000,1,2,1
29000,2,4,1
30000,3,4,1
31000,1,4,0
32000,2,3,1
33000,2,3,1
34000,1,2,1
35000,1,3,1
36000,2,4,1
37000,2,3,1
38000,1,2,1
39000,2,4,1
40000,1,3,1
41000,1,4,1
42000,1,3,1
43000,3,4,1
44000,1,4,1
45000,2,3,1
46000,1,3,0
47000,2,4,0
48000,3,4,1
49000,1,4,1
50000,1,4,1
51000,2,3,1
52000,3,4,1
53000,1,3,1
54000,1,2,1
55000,2,3,1
56000,3,4,1
57000,1,2,1
58000,1,4,1
59000,2,3,1
60000,2,3,1
61000,2,4,1
62000,2,4,1
63000,1,2,0
64000,3,4,1
65000,2,3,1
66000,1,4,1
67000,2,3,1
68000,1,4,1
69000,1,2,1
70000,1,2,1
71000,2,3,1
72000,1,3,1
73000,1,4,1
74000,1,4,1
75000,1,4,1
76000,1,4,0
77000,1,3,1
78000,3,4,1
79000,3,4,1
80000,1,4,1
81000,3,4,1
82000,3,4,1
83000,2,3,1
84000,3,4,1
85000,1,3,1
86000,1,4,1
87000,1,4,1
88000,2,4,1
89000,1,3,1
90000,1,4,1
91000,1,4,1
92000,2,4,1
93000,1,3,1
94000,2,3,1
95000,1,4,0
96000,1,3,1
97000,1,2,1
98000,3,4,1
99000,2,4,1
100000,3,4,1
101000,1,3,1
102000,1,2,1
103000,2,3,1
104000,3,4,1
105000,1,4,0
106000,2,3,1
107000,2,3,1
108000,1,4,1
109000,2,4,1
110000,2,4,0
111000,2,3,1
112000,1,4,1
113000,1,4,1
114000,3,4,1
115000,3,4,1
116000,2,3,1
117000,2,3,1
118000,1,2,1
119000,3,4,1
120000,3,4,1
121000,1,3,1
122000,3,4,1
123000,1,2,0
124000,1,4,0
125000,2,4,1
126000,2,3,1
127000,1,4,1
128000,1,3,1
129000,1,2,1
130000,3,4,1
131000,1,2,1
132000,1,3,1
133000,2,4,1
134000,1,3,1
135000,2,4,1
136000,1,4,1
137000,2,4,1
138000,1,2,1
139000,1,2,1
140000,1,2,1
141000,2,4,1
142000,2,4,1
143000,2,3,1
144000,1,4,0
145000,2,3,0
146000,2,3,1
147000,2,3,1
148000,1,2,1
149000,1,2,1
150000,1,2,1
151000,1,2,0
152000,1,4,0
153000,1,4,0
154000,1,4,0
155000,1,4,0
156000,2,4,1
157000,1,3,0
158000,2,4,1
159000,2,3,1
160000,1,3,1
161000,1,2,1
162000,2,3,1
163000,2,3,1
164000,2,4,1
165000,1,3,1
166000,1,2,1
167000,2,4,1
168000,1,4,1
169000,1,2,1
170000,1,3,1
171000,1,2,1
172000,3,4,1
173000,2,3,1
174000,2,3,1
175000,2,3,1
176000,1,2,1
177000,1,2,1
178000,3,4,1
179000,3,4,1
180000,1,4,0
181000,2,3,1
182000,2,4,1
183000,1,2,1
184000,1,2,1
185000,1,2,1
186000,2,3,1
187000,2,3,1
188000,1,3,1
189000,2,3,1
190000,1,3,1
191000,2,3,1
192000,3,4,1
193000,2,4,1
194000,2,3,1
195000,3,4,1
196000,3,4,1
197000,2,4,1
198000,1,2,1
199000,1,4,1
200000,2,3,1
201000,2,3,1
202000,1,2,1
203000,1,2,1
204000,1,2,1
205000,1,3,1
206000,3,4,1
207000,1,3,1
208000,1,4,1
209000,2,3,1
210000,3,4,1
211000,2,3,1
212000,1,3,0
213000,1,4,0
214000,1,4,0
215000,1,4,1
216000,1,4,1
217000,2,4,1
218000,1,3,0
219000,1,3,1
220000,2,3,1
221000,1,2,1
222000,1,4,1
223000,2,4,1
224000,2,4,0
225000,2,4,1
226000,3,4,1
227000,2,3,1
228000,2,3,0
229000,1,2,1
230000,3,4,1
231000,2,3,1
232000,1,4,0
233000,1,3,0
234000,2,4,1
235000,1,4,0
236000,1,3,0
237000,1,3,1
238000,1,3,1
239000,1,2,1
240000,2,4,1
241000,1,2,1
242000,1,4,1
243000,2,3,1
244000,3,4,1
245000,3,4,1
246000,1,2,1
247000,3,4,1
248000,1,4,1
249000,1,3,1
250000,1,3,1
251000,1,4,1
252000,2,4,0
253000,2,3,0
254000,1,3,1
255000,1,2,1
256000,1,3,0
257000,1,3,0
258000,2,4,1
259000,3,4,1
260000,2,4,1
261000,1,3,0
262000,2,4,1
263000,1,2,0
264000,1,3,1
265000,2,3,1
266000,3,4,1
267000,1,2,1
268000,3,4,1
269000,2,4,1
270000,1,4,0
271000,2,3,1
272000,3,4,1
273000,1,2,1
274000,2,4,1
275000,3,4,1
276000,3,4,0
277000,1,2,0
278000,1,4,1
279000,2,3,1
280000,2,4,1
281000,3,4,1
282000,2,4,1
283000,1,4,1
284000,2,3,1
285000,2,4,0
286000,1,3,1
287000,1,2,1
288000,2,3,1
289000,1,4,1
290000,3,4,1
291000,2,4,0
292000,2,4,1
293000,2,4,1
294000,2,3,1
295000,2,4,0
296000,1,3,1
297000,1,3,1
298000,1,3,1
299000,3,4,1
300000,1,3,1
301000,1,3,1
302000,2,4,1
303000,2,4,1
304000,3,4,1
305000,3,4,1
306000,2,4,0
307000,3,4,1
308000,1,3,1
309000,2,4,1
310000,3,4,1
311000,2,4,1
312000,3,4,1
313000,2,3,1
314000,1,3,1
315000,1,3,1
316000,2,4,1
317000,1,2,1
318000,2,4,1
319000,1,4,1
320000,2,4,1
321000,2,4,0
322000,1,4,1
323000,3,4,1
324000,3,4,1
325000,2,3,0
326000,1,2,1
327000,1,4,1
328000,1,4,1
329000,1,4,1
330000,2,3,1
331000,2,3,1
332000,3,4,1
333000,1,4,1
334000,1,3,1
335000,2,4,1
336000,2,4,1
337000,1,3,1
338000,2,3,1
339000,1,3,0
340000,2,3,1
341000,3,4,1
342000,3,4,1
343000,2,4,1
344000,2,3,1
345000,2,3,1
346000,3,4,1
347000,2,4,1
348000,1,4,1
349000,1,3,0
350000,1,4,1
351000,2,3,1
352000,2,3,1
353000,2,4,1
354000,2,3,1
355000,1,3,1
356000,1,4,1
357000,1,4,1
358000,1,4,1
359000,2,3,1
360000,1,4,0
361000,1,3,0
362000,1,2,1
363000,1,4,1
364000,3,4,1
365000,2,4,0
366000,1,2,1
367000,3,4,0
368000,1,3,0
369000,1,3,1
370000,1,3,1
371000,1,4,0
372000,1,2,1
373000,1,3,1
374000,1,3,1
375000,3,4,1
376000,2,3,0
377000,1,3,1
378000,1,3,1
379000,1,4,1
380000,1,2,1
381000,2,3,1
382000,1,2,1
383000,1,2,1
384000,1,3,1
385000,1,4,1
386000,1,4,1
387000,1,3,1
388000,3,4,1
389000,1,2,1
390000,2,3,0
391000,2,4,0
392000,1,3,1
393000,1,2,1
394000,2,4,1
395000,1,3,0
396000,1,2,1
397000,2,3,0
398000,3,4,1
399000,2,3,1
400000,2,3,1
401000,1,2,1
402000,1,3,1
403000,1,2,1
404000,1,2,1
405000,3,4,0
406000,3,4,1
407000,2,3,1
408000,1,3,0
409000,1,4,1
410000,1,2,1
411000,1,2,1
412000,1,2,0
413000,3,4,1
414000,1,3,1
415000,1,3,1
416000,1,4,0
417000,3,4,1
418000,1,3,1
419000,2,3,1
420000,1,3,1
421000,1,4,1
422000,2,4,0
423000,1,2,1
424000,1,4,1
425000,2,4,1
426000,2,3,0
427000,2,4,1
428000,1,3,1
429000,2,3,0
430000,1,3,0
431000,3,4,1
432000,1,3,1
433000,1,2,1
434000,2,3,1
435000,1,4,1
436000,1,2,1
437000,3,4,1
438000,3,4,1
439000,2,4,1
440000,1,3,1
441000,1,4,1
442000,2,4,1
443000,1,3,1
444000,2,4,0
445000,1,3,1
446000,1,3,1
447000,3,4,1
448000,3,4,0
449000,2,4,0
450000,2,3,1
451000,1,4,1
452000,2,4,1
453000,2,3,1
454000,1,2,1
455000,3,4,1
456000,1,3,1
457000,2,4,1
458000,1,4,0
459000,1,3,1
460000,3,4,1
461000,2,4,1
462000,1,3,1
463000,2,4,1
464000,1,3,1
465000,2,3,1
466000,1,3,1
467000,2,3,1
468000,1,3,1
469000,1,3,1
470000,1,2,1
471000,2,3,1
472000,2,3,1
473000,1,4,0
474000,1,3,1
475000,2,4,1
476000,1,3,1
477000,3,4,1
478000,3,4,1
479000,2,3,1
480000,1,3,1
481000,1,2,1
482000,3,4,1
483000,1,3,1
484000,2,4,1
485000,1,4,1
486000,2,4,1
487000,1,2,1
488000,2,4,1
489000,2,4,1
490000,1,4,1
491000,3,4,1
492000,1,4,0
493000,1,3,0
494000,1,4,0
495000,1,2,1
496000,1,2,1
497000,1,4,0
498000,3,4,0
499000,3,4,1
500000,2,4,1
501000,2,3,1
502000,3,4,1
503000,2,3,1
504000,1,3,0
505000,2,4,0
506000,3,4,1
507000,1,3,0
508000,1,4,1
509000,1,3,1
510000,1,4,1
511000,1,2,1
512000,3,4,1
513000,2,4,0
514000,1,4,1
515000,2,3,0
516000,1,4,1
517000,3,4,1
518000,3,4,1
519000,1,2,1
520000,1,2,1
521000,3,4,0
522000,2,3,1
523000,3,4,1
524000,1,4,1
525000,1,4,1
526000,1,2,1
527000,1,2,1
528000,2,3,1
529000,2,3,1
530000,1,2,1
531000,1,2,1
532000,1,4,1
533000,1,2,1
534000,1,2,1
535000,2,3,1
536000,2,4,1
537000,1,2,1
538000,1,3,1
539000,2,3,1
540000,2,3,1
541000,3,4,1
542000,2,4,1
543000,2,3,1
544000,1,2,1
545000,2,3,1
546000,3,4,1
547000,1,4,1
548000,2,3,1
549000,3,4,0
550000,1,4,1
551000,2,4,0
552000,1,3,1
553000,2,4,0
554000,2,3,0
555000,1,2,1
556000,1,4,0
557000,2,4,1
558000,1,2,1
559000,2,4,1
560000,1,4,1
561000,1,3,1
562000,2,3,1
563000,2,3,1
564000,2,4,1
565000,1,4,1
566000,3,4,0
567000,2,3,1
568000,1,3,1
569000,1,4,1
570000,1,2,1
571000,2,3,1
572000,3,4,1
573000,1,4,1
574000,1,2,1
575000,3,4,1
576000,1,3,1
577000,1,2,0
578000,1,4,1
579000,3,4,1
580000,1,2,0
581000,2,3,1
582000,1,4,1
583000,1,4,1
584000,2,4,1
585000,1,2,1
586000,3,4,1
587000,1,4,0
588000,2,3,1
589000,2,4,1
590000,1,2,0
591000,1,2,0
592000,1,4,1
593000,2,4,1
594000,2,3,1
595000,2,4,1
596000,2,3,1
597000,1,2,1
598000,1,3,0
599000,1,3,1
600000,1,2,1
601000,1,2,1
602000,3,4,0
603000,2,4,0
604000,3,4,1
605000,1,3,1
606000,3,4,1
607000,1,2,1
608000,2,3,1
609000,1,3,1
610000,2,4,0
611000,1,3,1
612000,2,3,1
613000,2,4,1
614000,2,4,1
615000,1,4,0
616000,1,3,1
617000,1,3,1
618000,1,3,0
619000,2,4,0
620000,1,3,0
621000,1,3,0
622000,2,4,1
623000,3,4,1
624000,1,4,0
625000,1,2,1
626000,1,3,1
627000,2,3,0
628000,1,3,0
629000,1,4,1
630000,1,4,1
631000,1,4,1
632000,2,3,0
633000,2,3,1
634000,1,2,1
635000,3,4,1
636000,2,3,1
637000,2,4,1
638000,1,3,1
639000,3,4,1
640000,1,2,1
641000,2,3,1
642000,1,3,1
643000,1,3,1
644000,2,3,1
645000,3,4,1
646000,3,4,1
647000,2,3,1
648000,1,3,1
649000,3,4,1
650000,1,3,0
651000,1,3,1
652000,3,4,1
653000,2,3,1
654000,1,3,1
655000,1,2,1
656000,2,4,1
657000,2,4,0
658000,3,4,1
659000,1,4,0
660000,3,4,1
661000,1,2,1
662000,2,4,1
663000,3,4,1
664000,1,2,1
665000,3,4,1
666000,2,3,0
667000,1,3,1
668000,1,2,1
669000,2,4,1
670000,1,4,0
671000,3,4,0
672000,1,3,0
673000,1,2,1
674000,2,3,1
675000,3,4,1
676000,1,4,1
677000,1,4,1
678000,1,2,0
679000,1,4,1
680000,2,4,1
681000,1,4,0
682000,2,4,0
683000,2,3,1
684000,1,3,1
685000,1,3,1
686000,2,4,1
687000,2,3,1
688000,2,3,1
689000,2,3,1
690000,2,4,0
691000,1,2,1
692000,2,4,1
693000,2,3,1
694000,2,3,1
695000,3,4,1
696000,2,3,1
697000,2,3,1
698000,2,3,1
699000,1,3,0
700000,3,4,1
701000,1,2,1
702000,1,3,1
703000,1,3,1
704000,1,3,0
705000,3,4,1
706000,1,3,1
707000,1,2,1
708000,1,2,0
709000,2,4,1
710000,3,4,1
711000,3,4,1
712000,1,3,1
713000,2,4,1
714000,1,3,1
715000,1,2,1
716000,3,4,1
717000,1,2,1
718000,2,3,1
719000,2,3,1
720000,1,2,1
721000,2,4,1
722000,1,4,1
723000,1,3,1
724000,1,3,1
725000,2,4,0
726000,2,4,0
727000,1,4,0
728000,2,4,0
729000,1,2,1
730000,1,2,1
731000,1,4,0
732000,1,4,1
733000,1,3,1
734000,2,3,1
735000,1,3,1
736000,2,4,1
737000,1,4,0
738000,1,3,0
739000,3,4,1
740000,1,4,1
741000,2,3,1
742000,1,2,1
743000,1,2,1
744000,1,3,1
745000,3,4,1
746000,1,2,0
747000,2,3,1
748000,3,4,1
749000,2,3,0
750000,2,4,0
751000,3,4,1
752000,1,3,0
753000,1,2,1
754000,1,2,1
755000,2,3,0
756000,2,4,1
757000,2,4,1
758000,1,2,1
759000,3,4,1
760000,1,3,0
761000,3,4,1
762000,1,3,0
763000,3,4,1
764000,1,2,1
765000,2,4,1
766000,3,4,1
767000,1,3,1
768000,1,4,1
769000,1,4,1
770000,1,4,1
771000,2,3,1
772000,2,3,1
