generation,rank_1,rank_2,swapAccepted
1000,3,4,1
2000,2,3,1
3000,1,4,0
4000,1,4,1
5000,3,4,1
6000,1,4,1
7000,2,3,1
8000,1,3,1
9000,3,4,1
10000,3,4,1
11000,1,4,1
12000,1,3,1
13000,1,4,0
14000,3,4,1
15000,1,4,0
16000,1,2,0
17000,1,4,0
18000,1,3,0
19000,1,2,1
20000,1,2,1
21000,3,4,1
22000,3,4,0
23000,3,4,1
24000,1,2,0
25000,1,4,0
26000,1,3,0
27000,1,2,1
28000,2,4,1
29000,1,4,1
30000,1,4,1
31000,1,4,1
32000,3,4,1
33000,1,2,1
34000,1,4,0
35000,1,3,1
36000,2,4,0
37000,1,2,1
38000,3,4,1
39000,1,3,1
40000,1,2,1
41000,1,4,0
42000,2,4,1
43000,2,4,1
44000,2,3,0
45000,2,3,1
46000,3,4,1
47000,1,4,0
48000,2,3,1
49000,1,4,1
50000,2,3,1
51000,2,4,1
52000,2,4,1
53000,2,4,1
54000,1,2,1
55000,2,3,1
56000,1,2,0
57000,2,4,1
58000,2,3,1
59000,2,4,1
60000,2,4,1
61000,2,3,0
62000,1,3,0
63000,1,4,0
64000,2,3,1
65000,1,3,1
66000,2,3,1
67000,1,3,0
68000,3,4,0
69000,3,4,0
70000,2,4,0
71000,3,4,0
72000,3,4,0
73000,2,4,0
74000,1,4,0
75000,1,2,1
76000,1,3,1
77000,2,3,1
78000,1,2,1
79000,1,2,0
80000,2,3,1
81000,1,3,1
82000,1,3,1
83000,2,4,1
84000,2,3,1
85000,1,4,0
86000,1,2,0
87000,3,4,1
88000,2,3,1
89000,2,4,0
90000,1,4,0
91000,1,4,0
92000,2,3,1
93000,2,3,1
94000,3,4,0
95000,2,3,1
96000,1,2,1
97000,3,4,0
98000,2,4,0
99000,1,3,1
100000,2,4,0
101000,2,4,0
102000,2,3,0
103000,3,4,0
104000,3,4,1
105000,1,4,1
106000,3,4,1
107000,2,4,0
108000,2,4,1
109000,1,2,0
110000,2,3,1
111000,1,3,0
112000,2,4,0
113000,2,4,1
114000,1,3,1
115000,1,3,1
116000,3,4,0
117000,1,2,1
118000,2,4,1
119000,1,2,1
120000,2,4,0
121000,1,2,1
122000,3,4,1
123000,2,3,1
124000,3,4,1
125000,1,4,1
126000,2,4,1
127000,1,4,0
128000,1,2,1
129000,1,4,1
130000,3,4,0
131000,3,4,1
132000,2,4,1
133000,1,4,1
134000,2,4,0
135000,2,3,1
136000,2,4,0
137000,2,4,0
138000,1,4,0
139000,2,3,1
140000,1,3,1
141000,2,4,0
142000,2,3,1
143000,1,3,1
144000,1,4,1
145000,1,3,1
146000,1,2,1
147000,1,3,1
148000,1,4,1
149000,2,3,1
150000,2,4,1
151000,2,3,1
152000,2,4,0
153000,2,4,0
154000,1,2,1
155000,3,4,1
